Name,City,Latitude,Longitude,Address,Rating,SchoolType
Merced Elementary School,West Covina,34.054897,-117.912567,91791,9,public
Richard Henry Dana Middle School,El Segundo,33.907997,-118.377106,90250,9,public
Valencia High School,Santa Clarita,34.443077,-118.562141,91355,9,public
Del Lago Academy - Campus Of Applied Science,Escondido,33.099567,-117.104095,92029,9,public
Sage Creek High School,Carlsbad,33.15707,-117.285957,92010,9,public
Jeffrey Trail Middle,Irvine,33.693874,-117.760612,92620,9,public
Summit Public School: Shasta,Daly City,37.668041,-122.478554,94015,9,charter
Hollister Prep,Hollister,36.847149,-121.412117,95023,9,charter
Sunol Glen Elementary School,Sunol,37.5938,-121.884766,94586,9,public
Solana Ranch Elementary,Solana Beach,32.965546,-117.191795,92130,9,public
Portola Springs Elementary,Irvine,33.693535,-117.711357,92618,9,public
Mendocino High School,Mendocino,39.308231,-123.801544,95460,9,public
Sierra Academy Of Expeditionary Learning,Nevada City,39.265182,-121.018906,95959,9,charter
Equitas Academy #3,Los Angeles,34.048527,-118.275917,90015,9,charter
Compton Early College High,Compton,33.91523,-118.240097,90222,9,public
J. M. Amador Elementary,Dublin,37.719196,-121.843407,94568,9,public
Buena Terra Elementary School,Buena Park,33.843658,-118.019272,90620,9,public
Los Coyotes Elementary School,Buena Park,33.844795,-118.044693,90623,9,public
Margaret Landell Elementary School,Cypress,33.821083,-118.055565,90630,9,public
Sunny Hills High School,Fullerton,33.883801,-117.953461,92833,9,public
Courreges (Roch) Elementary School,Fountain Valley,33.696659,-117.976051,92708,9,public
Masuda (Kazuo) Middle School,Fountain Valley,33.710575,-117.945038,92708,9,public
William T. Newland Elementary School,Fountain Valley,33.676819,-117.975052,92646,9,public
Oka (Isojiro) Elementary School,Fountain Valley,33.67881,-117.95739,92646,9,public
Plavan (Urbain H.) Elementary School,Fountain Valley,33.716728,-117.96032,92708,9,public
Talbert (Samuel E.) Middle School,Fountain Valley,33.681217,-117.969429,92646,9,public
Tamura (Hisamatsu) Elementary School,Fountain Valley,33.710953,-117.975258,92708,9,public
Acacia Elementary School,Fullerton,33.882011,-117.898033,92831,9,public
Laguna Road Elementary School,Fullerton,33.895718,-117.932854,92835,9,public
Loyal Barker Elementary School,Garden Grove,33.780704,-118.020943,92845,9,public
A. J. Cook Elementary School,Garden Grove,33.762691,-117.958008,92844,9,public
Excelsior Elementary School,Garden Grove,33.764671,-117.947182,92843,9,public
La Quinta High School,Garden Grove,33.735989,-117.949409,92683,9,public
Sarah McGarvin Intermediate School,Garden Grove,33.740177,-117.958214,92683,9,public
Pacifica High School,Garden Grove,33.782902,-118.013489,92845,9,public
Patton Elementary School,Garden Grove,33.790951,-118.012619,92845,9,public
John H. Eader Elementary School,Huntington Beach,33.645142,-117.964851,92646,9,public
Ralph E. Hawes Elementary School,Huntington Beach,33.667641,-117.958878,92646,9,public
Edison High School,Huntington Beach,33.652584,-117.969711,92646,9,public
Fountain Valley High School,Huntington Beach,33.706028,-117.960785,92708,9,public
Huntington Beach High School,Huntington Beach,33.677467,-118.003883,92648,9,public
Happy Valley Elementary School,Lafayette,37.904758,-122.142136,94549,9,public
Lafayette Elementary School,Lafayette,37.888584,-122.11747,94549,9,public
M. H. Stanley Middle School,Lafayette,37.887066,-122.114632,94549,9,public
Chaparral High School,Temecula,33.538311,-117.147522,92591,9,public
Pauba Valley Elementary School,Temecula,33.472229,-117.080856,92592,9,public
Red Hawk Elementary School,Temecula,33.468445,-117.099236,92592,9,public
Camino Pablo Elementary School,Moraga,37.821465,-122.120644,94556,9,public
Los Perales Elementary School,Moraga,37.847286,-122.136772,94556,9,public
Joaquin Moraga Intermediate School,Moraga,37.824486,-122.130249,94556,9,public
Folsom High School,Rancho Cordova,38.648972,-121.155212,95630,9,public
Riverview Stem Elementary,Rancho Cordova,38.616428,-121.293076,95670,9,public
Crocker/Riverside Elementary School,Sacramento,38.552795,-121.504929,95818,9,public
Jensen Ranch Elementary School,Castro Valley,37.712593,-122.030602,94552,9,public
Phoebe A. Hearst Elementary School,Sacramento,38.557732,-121.433121,95819,9,public
Oakview Community Elementary School,Carmichael,38.697613,-121.231514,95662,9,public
Ballard Elementary School,Solvang,34.639378,-120.114243,93463,9,public
Cold Spring Elementary School,Santa Barbara,34.441078,-119.661125,93108,9,public
Mountain View Elementary School,Goleta,34.454762,-119.816017,93111,9,public
Northgate High School,Concord,37.907616,-122.007103,94598,9,public
Montecito Union School,Santa Barbara,34.432446,-119.632637,93108,9,public
Palomares Elementary School,Castro Valley,37.694756,-122.025818,94552,9,public
Floyd M. Stork Elementary School,Alta Loma,34.152237,-117.621536,91701,9,public
Coyote Canyon Elementary School,Rancho Cucamonga,34.111275,-117.562424,91730,9,public
Rancho Cucamonga High School,Ontario,34.130665,-117.547386,91701,9,public
Country Springs Elementary School,Chino,33.996464,-117.753647,91709,9,public
Valhalla Elementary School,Concord,37.967045,-122.080681,94523,9,public
Rolling Ridge Elementary School,Chino,34.004707,-117.745171,91709,9,public
Caryn Elementary School,Etiwanda,34.140976,-117.551208,91737,9,public
Terra Vista Elementary School,Etiwanda,34.117397,-117.551559,91730,9,public
Del Rey Elementary School,Orinda,37.846123,-122.152824,94563,9,public
Glorietta Elementary School,Orinda,37.871548,-122.162201,94563,9,public
Orinda Intermediate School,Orinda,37.851471,-122.146767,94563,9,public
Sleepy Hollow Elementary School,Orinda,37.908539,-122.199921,94563,9,public
Marina High School,Huntington Beach,33.732059,-118.026657,92649,9,public
Irvine High School,Irvine,33.70256,-117.782532,92604,9,public
Lakeside Middle School,Irvine,33.68441,-117.795883,92604,9,public
Meadow Park School,Irvine,33.670986,-117.809731,92614,9,public
Rancho San Joaquin Middle School,Irvine,33.662651,-117.807648,92612,9,public
Santiago Hills Elementary School,Irvine,33.718609,-117.758965,92620,9,public
Sierra Vista Middle School,Irvine,33.716236,-117.769798,92620,9,public
Turtle Rock Elementary School,Irvine,33.647076,-117.818947,92603,9,public
University High School,Irvine,33.651299,-117.822762,92612,9,public
Vista Verde,Irvine,33.63028,-117.827591,92603,9,public
Woodbridge High School,Irvine,33.678638,-117.806084,92604,9,public
El Morro Elementary School,Laguna Beach,33.564098,-117.824181,92651,9,public
Laguna Beach High School,Laguna Beach,33.541862,-117.775291,92651,9,public
Thurston Middle School,Laguna Beach,33.549919,-117.765282,92651,9,public
Top Of The World Elementary School,Laguna Beach,33.546402,-117.752251,92651,9,public
Los Alamitos Elementary School,Los Alamitos,33.80608,-118.062759,90720,9,public
Los Alamitos High School,Los Alamitos,33.812008,-118.069962,90720,9,public
Oak Middle School,Los Alamitos,33.805183,-118.077194,90720,9,public
Rossmoor Elementary School,Los Alamitos,33.792625,-118.077209,90720,9,public
Jack L. Weaver Elementary School,Los Alamitos,33.789978,-118.085426,90720,9,public
Roy O. Andersen Elementary School,Costa Mesa,33.621269,-117.855957,92660,9,public
Corona Del Mar High School,Costa Mesa,33.634327,-117.878761,92660,9,public
Maude B. Davis Elementary School,Costa Mesa,33.670376,-117.901947,92626,9,public
Harbor View Elementary School,Costa Mesa,33.603157,-117.870178,92625,9,public
Killybrooke Elementary School,Costa Mesa,33.685078,-117.915016,92626,9,public
Newport Elementary School,Costa Mesa,33.606422,-117.918633,92661,9,public
Circle View Elementary School,Huntington Beach,33.733627,-118.018974,92647,9,public
Anaheim Hills Elementary School,Orange,33.829594,-117.760658,92807,9,public
Canyon High School,Orange,33.848419,-117.78791,92807,9,public
El Rancho Charter School,Orange,33.856091,-117.76741,92808,9,charter
Brookhaven Elementary School,Placentia,33.895325,-117.860397,92870,9,public
Fairmont Elementary School,Placentia,33.886967,-117.791115,92886,9,public
Golden Elementary School,Placentia,33.902916,-117.8517,92870,9,public
Linda Vista Elementary School,Placentia,33.88269,-117.805344,92886,9,public
Yorba Linda Middle School,Placentia,33.891644,-117.825645,92886,9,public
De Portola Elementary School,Mission Viejo,33.60173,-117.658897,92691,9,public
Amelia Earhart Elementary School,Alameda,37.744888,-122.237427,94502,9,public
Las Lomas High School,Lafayette,37.890476,-122.056595,94596,9,public
Foothill High School,Tustin,33.766808,-117.797531,92705,9,public
Tustin Memorial Elementary School,Tustin,33.743973,-117.79348,92705,9,public
Olympus Junior High School,Granite Bay,38.748745,-121.231873,95661,9,public
Ridgeview Elementary School,Granite Bay,38.731491,-121.206116,95746,9,public
Franklin Elementary School,Loomis,38.789021,-121.171753,95650,9,public
Colfax High School,Auburn,39.107204,-120.965546,95713,9,public
Del Oro High School,Auburn,38.83123,-121.184608,95650,9,public
Woodcreek High School,Roseville,38.762421,-121.333435,95747,9,public
Rocklin High School,Rocklin,38.812935,-121.252434,95765,9,public
Wagner Ranch Elementary School,Orinda,37.897491,-122.207039,94563,9,public
Heritage,Phelan,34.42382,-117.523102,92371,9,public
Alamo Elementary School,Danville,37.86763,-122.029671,94507,9,public
Pioneer Junior High School,Upland,34.129631,-117.654236,91784,9,public
Sixth Street Prep School,Victorville,34.534103,-117.297165,92395,9,charter
John Baldwin Elementary School,Danville,37.807713,-121.985748,94526,9,public
Bollinger Canyon Elementary School,Danville,37.760944,-121.97126,94583,9,public
California High School,Danville,37.747719,-121.945175,94583,9,public
Northwood Elementary School,San Jose,37.409046,-121.881294,95132,9,public
Golden View Elementary School,Danville,37.786335,-121.943542,94582,9,public
Forest Hill Elementary School,Campbell,37.275856,-121.982193,95130,9,charter
Blue Hills Elementary School,Sunnyvale,37.289162,-122.02523,95070,9,public
Nelson S. Dilworth Elementary School,Sunnyvale,37.306713,-122.008179,95129,9,public
C. B. Eaton Elementary School,Sunnyvale,37.314297,-122.025848,95014,9,public
William Faria Elementary School,Sunnyvale,37.320824,-122.040062,95014,9,public
John F. Kennedy Middle School,Sunnyvale,37.31089,-122.052132,95014,9,public
Joaquin Miller Middle School,Sunnyvale,37.302032,-122.012573,95129,9,public
Susan B. Anthony Elementary School,Norco,33.843266,-117.549011,92881,9,public
James Monroe Elementary School,La Quinta,33.741852,-116.299141,92203,9,public
Alta Murrieta Elementary School,Murrieta,33.566093,-117.168755,92563,9,public
Montclaire Elementary School,Sunnyvale,37.342194,-122.08268,94024,9,public
John Muir Elementary School,Sunnyvale,37.299034,-122.019318,95129,9,public
William Regnart Elementary School,Sunnyvale,37.303658,-122.047165,95014,9,public
Los Cerros Middle School,Danville,37.838505,-121.981522,94526,9,public
West Valley Elementary School,Sunnyvale,37.341602,-122.061218,94087,9,public
Montair Elementary School,Danville,37.819187,-122.004906,94526,9,public
Piedmont Hills High School,San Jose,37.401676,-121.851265,95132,9,public
Silver Oak Elementary School,San Jose,37.280396,-121.759407,95138,9,public
Pine Valley Middle School,Danville,37.737968,-121.94207,94583,9,public
Cupertino High School,Sunnyvale,37.31963,-122.009155,95014,9,public
Rancho Romero Elementary School,Danville,37.841602,-122.028694,94507,9,public
Loyola Elementary School,Los Altos,37.36105,-122.093628,94024,9,public
Oak Avenue Elementary School,Los Altos,37.357166,-122.07225,94024,9,public
Blossom Hill Elementary School,Los Gatos,37.233955,-121.956688,95032,9,public
Daves Avenue Elementary School,Los Gatos,37.240204,-121.98127,95030,9,public
Louise Van Meter Elementary School,Los Gatos,37.230377,-121.96611,95032,9,public
Sycamore Valley Elementary School,Danville,37.806969,-121.944313,94506,9,public
C. T. English Middle School,Los Gatos,37.125309,-121.944077,95033,9,public
Tassajara Hills Elementary School,Danville,37.801167,-121.878883,94506,9,public
Milpitas High School,Milpitas,37.450932,-121.900528,95035,9,public
Thomas Russell Middle School,Milpitas,37.454609,-121.899582,95035,9,public
Charlotte Wood Middle School,Danville,37.800713,-121.977234,94526,9,public
Dublin High School,Dublin,37.720978,-121.921646,94568,9,public
Fairmeadow Elementary School,Palo Alto,37.422314,-122.117538,94306,9,public
Henry M. Gunn High School,Palo Alto,37.400814,-122.132721,94306,9,public
Herbert Hoover Elementary School,Palo Alto,37.418762,-122.115677,94306,9,public
Ohlone Elementary School,Palo Alto,37.439213,-122.123322,94303,9,public
Palo Alto High School,Palo Alto,37.436253,-122.155441,94301,9,public
Palo Verde Elementary School,Palo Alto,37.430969,-122.11441,94303,9,public
Jane Lathrop Stanford Middle School,Palo Alto,37.421253,-122.118546,94306,9,public
Argonaut Elementary School,Saratoga,37.27676,-122.025635,95070,9,public
Foothill Elementary School,Saratoga,37.265331,-122.033714,95070,9,public
Redwood Middle School,Saratoga,37.265438,-122.015427,95070,9,public
Walnut Heights Elementary School,Walnut Creek,37.894844,-122.037331,94596,9,public
Millikin Elementary School,Santa Clara,37.332977,-121.978127,95051,9,public
Williams Elementary School,San Jose,37.207458,-121.85157,95120,9,public
Cherry Chase Elementary School,Sunnyvale,37.366467,-122.056625,94087,9,public
Cumberland Elementary School,Sunnyvale,37.36676,-122.04335,94087,9,public
Carlton Elementary School,San Jose,37.247559,-121.945854,95124,9,public
Union Middle School,San Jose,37.242741,-121.934464,95124,9,public
Happy Valley Elementary School,Santa Cruz,37.024872,-121.991096,95065,9,public
Discovery Charter School,Chula Vista,32.641918,-117.017593,91910,9,charter
Eastlake Elementary School,Chula Vista,32.655357,-116.984276,91913,9,public
Coronado Middle School,Coronado,32.693996,-117.179688,92118,9,public
Silver Strand Elementary School,Coronado,32.644417,-117.144562,92118,9,public
Aviara Oaks Elementary School,Carlsbad,33.104034,-117.277359,92011,9,public
Kelly Elementary School,Carlsbad,33.148766,-117.311562,92008,9,public
Magnolia Elementary School,Carlsbad,33.15955,-117.326523,92008,9,public
Carmel Del Mar Elementary School,San Diego,32.940861,-117.227951,92130,9,public
Del Mar Heights Elementary School,San Diego,32.94529,-117.249565,92014,9,public
Del Mar Hills Elementary School,San Diego,32.95351,-117.245934,92014,9,public
La Costa Heights Elementary School,Encinitas,33.079563,-117.243683,92009,9,public
Olivenhain Pioneer Elementary School,Encinitas,33.061676,-117.238815,92009,9,public
Mary Fay Pendleton Elementary School,Fallbrook,33.321548,-117.30146,92058,9,public
San Onofre Elementary School,Fallbrook,33.39032,-117.573944,92672,9,public
Adobe Bluffs Elementary School,San Diego,32.973297,-117.14109,92129,9,public
Canyon View Elementary School,San Diego,32.945889,-117.128799,92129,9,public
